1462027109.000000    17.374550
1462028709.000834    17.375971
1462030309.001668    17.375150
1462031909.002502    17.371426
1462033509.003336    17.364165
1462035109.004170    17.352792
1462036709.005005    17.336817
1462038309.005839    17.315870
1462039909.006673    17.289718
1462041509.007507    17.258285
1462043109.008341    17.221664
1462044709.009175    17.180118
1462046309.010009    17.134076
1462047909.010843    17.084125
1462049509.011677    17.030989
1462051109.012511    16.975504
1462054509.014284    16.854072
1462056109.015118    16.797383
1462057709.015952    16.742330
1462059309.016786    16.689837
1462060909.017620    16.640741
1462062509.018455    16.595774
1462064109.019289    16.555534
1462065709.020123    16.520471
1462067309.020957    16.490876
1462068909.021791    16.466874
1462070509.022625    16.448426
1462072109.023459    16.435338
1462073709.024293    16.427267
1462075309.025127    16.423745
1462076909.025961    16.424199
1462078509.026795    16.427975
1462080109.027630    16.434368
1462081709.028464    16.442653
1462087109.031279    16.475479
1462088709.032113    16.484363
1462090309.032947    16.492109
1462091909.033781    16.498505
1462093509.034615    16.503483
1462095109.035449    16.507121
1462096709.036283    16.509642
1462101909.038994    16.515051
1462103509.039828    16.517868
1462105109.040662    16.522279
1462106709.041497    16.528855
1462108309.042331    16.538094
1462109909.043165    16.550379
1462111509.043999    16.565938
1462113109.044833    16.584817
1462114709.045667    16.606852
1462116309.046501    16.631656
1462117909.047335    16.658616
1462121309.049108    16.719017
1462122909.049942    16.746505
1462124509.050776    16.771633
1462126109.051610    16.793045
1462127709.052444    16.809415
1462129309.053278    16.819517
1462130909.054112    16.822314
1462132509.054946    16.817035
1462134109.055780    16.803250
1462135709.056614    16.780938
1462137309.057449    16.750539
1462138909.058283    16.712991
1462140509.059117    16.669739
1462142109.059951    16.622729
1462144309.061098    16.556441
1462145909.061932    16.510860
1462147509.062766    16.471064
1462149109.063600    16.440400
1462150709.064434    16.422225
1462152309.065268    16.419759
1462153909.066102    16.435926
1462155509.066936    16.473207
1462157109.067770    16.533497
1462158709.068605    16.617985
1462160309.069439    16.727057
1462161909.070273    16.860237
1462163509.071107    17.016158
1462165109.071941    17.192579
1462166709.072775    17.386445
1462168309.073609    17.593980
1462169909.074443    17.810822
1462171909.075486    18.087646
1462173509.076320    18.307584
1462175109.077154    18.520696
1462176709.077988    18.722137
1462178309.078822    18.907449
1462179909.079656    19.072731
1462181509.080491    19.214774
1462183109.081325    19.331165
1462184709.082159    19.420345
1462186309.082993    19.481636
1462187909.083827    19.515218
1462189509.084661    19.522072
1462191109.085495    19.503891
1462192709.086329    19.462964
1462194309.087163    19.402035
1462195909.087997    19.324160
1462197509.088831    19.232553
1462199109.089666    19.130440
1462200709.090500    19.020924
1462202309.091334    18.906863
1462204909.092689    18.718145
1462206509.093523    18.603054
1462208109.094357    18.490483
1462209709.095191    18.381319
1462211309.096026    18.276009
1462212909.096860    18.174615
1462214509.097694    18.076885
1462216109.098528    17.982349
1462217709.099362    17.890416
1462219309.100196    17.800484
1462220909.101030    17.712047
1462222509.101864    17.624790
1462224109.102698    17.538686
1462225709.103533    17.454055
1462227309.104367    17.371618
1462228909.105201    17.292514
1462230509.106035    17.218296
1462232109.106869    17.150894
1462233709.107703    17.092551
1462235309.108537    17.045733
1462236909.109371    17.013018
1462238509.110205    16.996967
1462240109.111039    16.999982
1462241709.111873    17.024166
1462243309.112708    17.071183
1462244909.113542    17.142125
1462246509.114376    17.237412
1462248109.115210    17.356703
1462249709.116044    17.498850
1462251309.116878    17.661883
1462252909.117712    17.843031
1462254509.118546    18.038792
1462256109.119380    18.245027
1462257709.120214    18.457098
1462259709.121257    18.722789
1462261309.122091    18.929556
1462262909.122925    19.125678
1462264509.123760    19.306353
1462266109.124593    19.467228
1462267709.125428    19.604560
1462269309.126262    19.715352
1462270909.127096    19.797449
1462272509.127930    19.849600
1462274109.128764    19.871484
1462275709.129598    19.863680
1462277309.130432    19.827619
1462278909.131266    19.765487
1462280509.132100    19.680103
1462282109.132935    19.574778
1462283709.133769    19.453158
1462285309.134603    19.319061
1462286909.135437    19.176315
1462288509.136271    19.028610
1462290909.137522    18.805119
1462292509.138356    18.659085
1462294109.139190    18.518175
1462295709.140024    18.384146
1462297309.140858    18.258204
1462298909.141693    18.141027
1462300509.142527    18.032812
1462302109.143361    17.933355
1462303709.144195    17.842139
1462305309.145029    17.758443
1462306909.145863    17.681451
1462308509.146697    17.610364
1462310109.147531    17.544503
1462311709.148365    17.483402
1462313309.149199    17.426871
1462314909.150033    17.375051
1462316509.150868    17.328428
1462318109.151702    17.287827
1462319709.152536    17.254377
1462321309.153370    17.229450
1462322909.154204    17.214572
1462324509.155038    17.211329
1462326109.155872    17.221247
1462327709.156706    17.245674
1462329309.157540    17.285666
1462330909.158375    17.341881
1462332509.159209    17.414487
1462334109.160043    17.503093
1462335709.160877    17.606717
1462337309.161711    17.723771
1462338909.162545    17.852089
1462340509.163379    17.988987
1462342109.164213    18.131351
1462344109.165256    18.311746
1462345709.166090    18.453609
1462347309.166924    18.589366
1462348909.167758    18.715562
1462350509.168592    18.829054
1462352109.169426    18.927148
1462353709.170260    19.007708
1462355309.171094    19.069242
1462356909.171929    19.110949
1462358509.172763    19.132734
1462360109.173597    19.135186
1462361709.174431    19.119517
1462363309.175265    19.087474
1462364909.176099    19.041227
1462366509.176933    18.983231
1462368109.177767    18.916089
1462369709.178602    18.842404
1462371309.179435    18.764642
1462374109.180895    18.625175
1462375709.181729    18.546428
1462377309.182563    18.469781
1462378909.183398    18.395772
1462380509.184232    18.324451
1462382109.185066    18.255425
1462385309.186734    18.120939
1462386909.187568    18.053267
1462388509.188402    17.983721
1462390109.189236    17.911233
1462391709.190070    17.834998
1462393309.190904    17.754608
1462394909.191738    17.670158
1462396509.192573    17.582336
1462399109.193928    17.436137
1462400709.194762    17.347517
1462402309.195596    17.263460
1462403909.196430    17.187514
1462405509.197264    17.123632
1462407109.198098    17.076010
1462408709.198933    17.048909
1462410309.199767    17.046445
1462411909.200601    17.072377
1462413509.201435    17.129892
1462415109.202269    17.221406
1462416709.203103    17.348382
1462418309.203937    17.511185
1462419909.204771    17.708984
1462421509.205605    17.939695
1462423109.206439    18.199984
1462424709.207273    18.485333
1462426309.208108    18.790153
1462427909.208942    19.107958
1462429709.209880    19.472068
1462431309.210714    19.793157
1462432909.211548    20.103786
1462434509.212382    20.396424
1462436109.213217    20.664025
1462437709.214051    20.900309
1462439309.214885    21.100006
1462440909.215719    21.259061
1462442509.216553    21.374781
1462444109.217387    21.445920
1462445709.218221    21.472702
1462447309.219055    21.456767
1462448909.219889    21.401060
1462450509.220723    21.309654
1462452109.221557    21.187528
1462453709.222392    21.040307
1462455309.223226    20.873978
1462456909.224060    20.694605
1462458509.224894    20.508044
1462460509.225936    20.272906
1462462109.226771    20.088888
1462463709.227605    19.912537
1462465309.228439    19.746558
1462466909.229273    19.592653
1462468509.230107    19.451559
