# time    temp_kitchen_old_filtered_Mai_2016 (processed by pp_show_filtering.py)
2016-05-02T15:53:46Z    19.2443426189
2016-05-02T16:20:26Z    19.1439565167
2016-05-02T16:47:06Z    19.0357234896
2016-05-02T17:13:46Z    18.9225402082
2016-05-02T17:57:06Z    18.7345206354
2016-05-02T18:23:46Z    18.6195093044
2016-05-02T18:50:27Z    18.50683221
2016-05-02T19:17:07Z    18.3974416391
2016-05-02T19:43:47Z    18.2918454973
2016-05-02T20:10:27Z    18.190157121
2016-05-02T20:37:07Z    18.0921665913
2016-05-02T21:03:47Z    17.9974291682
2016-05-02T21:30:27Z    17.9053656791
2016-05-02T21:57:07Z    17.8153691388
2016-05-02T22:23:47Z    17.7269115664
2016-05-02T22:50:27Z    17.6396449147
2016-05-02T23:17:07Z    17.5534902544
2016-05-02T23:43:48Z    17.4687098564
2016-05-03T00:10:28Z    17.3859575833
2016-05-03T00:37:08Z    17.3063040095
2016-05-03T01:03:48Z    17.2312338976
2016-05-03T01:30:28Z    17.1626150319
2016-05-03T01:57:08Z    17.1026388892
2016-05-03T02:23:48Z    17.0537351442
2016-05-03T02:50:28Z    17.0184634923
2016-05-03T03:17:08Z    16.9993876409
2016-05-03T03:43:48Z    16.9989375083
2016-05-03T04:10:29Z    17.0192665981
2016-05-03T04:37:09Z    17.0621121068
2016-05-03T05:03:49Z    17.1286655442
2016-05-03T05:30:29Z    17.2194614369
2016-05-03T05:57:09Z    17.3342910605
2016-05-03T06:23:49Z    17.4721470787
2016-05-03T06:50:29Z    17.6312035309
2016-05-03T07:17:09Z    17.8088338324
2016-05-03T07:43:49Z    18.0016674496
2016-05-03T08:10:29Z    18.2056837742
2016-05-03T08:37:09Z    18.416339604
2016-05-03T09:10:30Z    18.6814948558
2016-05-03T09:37:10Z    18.8888635586
2016-05-03T10:03:50Z    19.0865033699
2016-05-03T10:30:30Z    19.2695767144
2016-05-03T10:57:10Z    19.4336640049
2016-05-03T11:23:50Z    19.5749272481
2016-05-03T11:50:30Z    19.6902475753
2016-05-03T12:17:10Z    19.7773301423
2016-05-03T12:43:50Z    19.8347716845
2016-05-03T13:10:30Z    19.8620881074
2016-05-03T13:37:11Z    19.859701696
2016-05-03T14:03:51Z    19.8288896858
2016-05-03T14:30:31Z    19.7716979242
2016-05-03T14:57:11Z    19.6908250269
2016-05-03T15:23:51Z    19.5894837255
2016-05-03T15:50:31Z    19.47124697
2016-05-03T16:17:11Z    19.3398867839
2016-05-03T16:43:51Z    19.1992138876
2016-05-03T17:10:31Z    19.052925737
2016-05-03T17:50:31Z    18.8304092601
2016-05-03T18:17:11Z    18.6843420075
2016-05-03T18:43:52Z    18.5429406875
2016-05-03T19:10:32Z    18.4080481754
2016-05-03T19:37:12Z    18.2809606332
2016-05-03T20:03:52Z    18.1624444855
2016-05-03T20:30:32Z    18.052781641
2016-05-03T20:57:12Z    17.9518392645
2016-05-03T21:23:52Z    17.8591591742
2016-05-03T21:50:32Z    17.7740609797
2016-05-03T22:17:12Z    17.6957524249
2016-05-03T22:43:52Z    17.623440105
2016-05-03T23:10:33Z    17.5564337893
2016-05-03T23:37:13Z    17.4942380019
2016-05-04T00:03:53Z    17.4366252795
2016-05-04T00:30:33Z    17.3836866
2016-05-04T00:57:13Z    17.3358557946
2016-05-04T01:23:53Z    17.2939062597
2016-05-04T01:50:33Z    17.258919899
2016-05-04T02:17:13Z    17.2322298609
2016-05-04T02:43:53Z    17.2153402127
2016-05-04T03:10:33Z    17.2098271261
2016-05-04T03:37:13Z    17.2172273378
2016-05-04T04:03:54Z    17.2389205456
2016-05-04T04:30:34Z    17.2760129294
2016-05-04T04:57:14Z    17.3292291187
2016-05-04T05:23:54Z    17.3988196384
2016-05-04T05:50:34Z    17.4844901541
2016-05-04T06:17:14Z    17.5853577307
2016-05-04T06:43:54Z    17.6999378568
2016-05-04T07:10:34Z    17.8261642603
2016-05-04T07:37:14Z    17.9614416308
2016-05-04T08:03:54Z    18.1027293791
2016-05-04T08:40:35Z    18.3005766611
2016-05-04T09:07:15Z    18.4422679943
2016-05-04T09:33:55Z    18.5780432943
2016-05-04T10:00:35Z    18.704448015
2016-05-04T10:27:15Z    18.8183332846
2016-05-04T10:53:55Z    18.9169904573
2016-05-04T11:20:35Z    18.9982637897
2016-05-04T11:47:15Z    19.0606346938
2016-05-04T12:13:55Z    19.1032727498
2016-05-04T12:40:35Z    19.1260507203
2016-05-04T13:07:15Z    19.1295230294
2016-05-04T13:33:56Z    19.1148693991
2016-05-04T14:00:36Z    19.0838074093
2016-05-04T14:27:16Z    19.038479553
2016-05-04T14:53:56Z    18.9813217719
2016-05-04T15:20:36Z    18.914921403
2016-05-04T15:47:16Z    18.8418729077
2016-05-04T16:13:56Z    18.7646396922
2016-05-04T17:00:36Z    18.625853316
2016-05-04T17:27:16Z    18.5473729561
2016-05-04T17:53:56Z    18.4709209813
2016-05-04T18:20:37Z    18.3970523166
2016-05-04T18:47:17Z    18.3258346197
2016-05-04T19:13:57Z    18.2568911531
2016-05-04T20:07:17Z    18.1225617031
2016-05-04T20:33:57Z    18.0549815912
2016-05-04T21:00:37Z    17.9855407075
2016-05-04T21:27:17Z    17.9131673734
2016-05-04T21:53:57Z    17.8370497254
2016-05-04T22:20:37Z    17.7567650021
2016-05-04T22:47:18Z    17.6723914294
2016-05-04T23:13:58Z    17.5845954539
2016-05-04T23:53:58Z    17.4495344057
2016-05-05T00:20:38Z    17.360369051
2016-05-05T00:47:18Z    17.2752282052
2016-05-05T01:13:58Z    17.1975817407
2016-05-05T01:40:38Z    17.1313254699
2016-05-05T02:07:18Z    17.0806291155
2016-05-05T02:33:58Z    17.0497556051
2016-05-05T03:00:38Z    17.0428594783
2016-05-05T03:27:18Z    17.0637737381
2016-05-05T03:53:59Z    17.1157956091
2016-05-05T04:20:39Z    17.2014823019
2016-05-05T04:47:19Z    17.3224679497
2016-05-05T05:13:59Z    17.4793123467
2016-05-05T05:40:39Z    17.6713909756
2016-05-05T06:07:19Z    17.8968340742
2016-05-05T06:33:59Z    18.1525202488
2016-05-05T07:00:39Z    18.4341274831
2016-05-05T07:27:19Z    18.7362414718
2016-05-05T07:53:59Z    19.05251819
2016-05-05T08:27:20Z    19.4569718932
2016-05-05T08:54:00Z    19.7786028937
2016-05-05T09:20:40Z    20.0901543278
2016-05-05T09:47:20Z    20.3840811984
2016-05-05T10:14:00Z    20.6533113874
2016-05-05T10:40:40Z    20.8915236704
2016-05-05T11:07:20Z    21.0933955678
2016-05-05T11:34:00Z    21.2548082966
2016-05-05T12:00:40Z    21.3729980217
2016-05-05T12:27:20Z    21.4466452319
2016-05-05T12:54:00Z    21.4758972573
2016-05-05T13:20:41Z    21.4623225501
2016-05-05T13:47:21Z    21.4087991529
2016-05-05T14:14:01Z    21.3193435315
2016-05-05T14:40:41Z    21.1988894164
2016-05-05T15:07:21Z    21.0530292136
2016-05-05T15:34:01Z    20.8877326871
2016-05-05T16:00:41Z    20.7090588151
2016-05-05T16:27:21Z    20.5228768944
2016-05-05T17:00:41Z    20.287795925
2016-05-05T17:27:21Z    20.1035333429
2016-05-05T17:54:02Z    19.9267281731
2016-05-05T18:20:42Z    19.7601303051
