# time    temp_kitchen_old_raw_Mai_2016 (processed by pp_show_filtering.py)
2016-05-01T01:22:41Z    16.82185
2016-05-01T01:22:44Z    16.82185
2016-05-01T01:23:32Z    16.82185
2016-05-01T01:23:58Z    16.82185
2016-05-01T01:24:52Z    16.82185
2016-05-01T01:25:24Z    16.82185
2016-05-01T01:26:08Z    16.82185
2016-05-01T01:27:29Z    16.82185
2016-05-01T01:27:30Z    16.82185
2016-05-01T01:28:56Z    16.75985
2016-05-01T01:28:59Z    16.75985
2016-05-01T01:29:47Z    16.75985
2016-05-01T01:30:11Z    16.75985
2016-05-01T01:31:25Z    16.75985
2016-05-01T01:31:26Z    16.75985
2016-05-01T01:33:47Z    16.69685
2016-05-01T01:33:47Z    16.69685
2016-05-01T01:35:14Z    16.69685
2016-05-01T01:35:19Z    16.63485
2016-05-01T01:36:06Z    16.69685
2016-05-01T01:36:29Z    16.63485
2016-05-01T01:37:43Z    16.63485
2016-05-01T01:37:47Z    16.63485
2016-05-01T01:38:32Z    16.63485
2016-05-01T01:38:58Z    16.63485
2016-05-01T01:39:42Z    16.63485
2016-05-01T01:40:07Z    16.63485
2016-05-01T01:41:06Z    16.63485
2016-05-01T01:41:09Z    16.63485
2016-05-01T01:42:27Z    16.63485
2016-05-01T01:42:31Z    16.63485
2016-05-01T01:43:18Z    16.63485
2016-05-01T01:43:42Z    16.63485
2016-05-01T01:44:55Z    16.57185
2016-05-01T01:44:59Z    16.57185
2016-05-01T01:45:45Z    16.57185
2016-05-01T01:46:10Z    16.57185
2016-05-01T01:48:08Z    16.57185
2016-05-01T01:49:29Z    16.57185
2016-05-01T01:49:29Z    16.57185
2016-05-01T01:51:40Z    16.57185
2016-05-01T01:51:41Z    16.57185
2016-05-01T01:53:07Z    16.57185
2016-05-01T01:53:08Z    16.57185
2016-05-01T01:54:22Z    16.57185
2016-05-01T01:54:25Z    16.57185
2016-05-01T01:55:20Z    16.50985
2016-05-01T01:55:49Z    16.57185
2016-05-01T01:56:28Z    16.50985
2016-05-01T01:56:54Z    16.50985
2016-05-01T01:57:55Z    16.50985
2016-05-01T01:57:59Z    16.57185
2016-05-01T01:59:01Z    16.50985
2016-05-01T02:00:33Z    16.57185
2016-05-01T02:00:35Z    16.57185
2016-05-01T02:02:00Z    16.57185
2016-05-01T02:02:02Z    16.57185
2016-05-01T02:03:06Z    16.63485
2016-05-01T02:03:13Z    16.57185
2016-05-01T02:04:43Z    16.63485
2016-05-01T02:04:43Z    16.63485
2016-05-01T02:06:03Z    16.69685
2016-05-01T02:06:06Z    16.69685
2016-05-01T02:07:24Z    16.69685
2016-05-01T02:07:28Z    16.69685
2016-05-01T02:08:34Z    16.75985
2016-05-01T02:08:38Z    16.69685
2016-05-01T02:09:33Z    16.69685
2016-05-01T02:09:59Z    16.69685
2016-05-01T02:10:46Z    16.69685
2016-05-01T02:11:09Z    16.69685
2016-05-01T02:11:56Z    16.69685
2016-05-01T02:12:19Z    16.69685
2016-05-01T02:13:03Z    16.69685
2016-05-01T02:13:31Z    16.63485
2016-05-01T02:15:24Z    16.63485
2016-05-01T02:15:24Z    16.63485
2016-05-01T02:17:15Z    16.63485
2016-05-01T02:17:15Z    16.63485
2016-05-01T02:18:39Z    16.63485
2016-05-01T02:18:39Z    16.63485
2016-05-01T02:19:52Z    16.63485
2016-05-01T02:19:56Z    16.63485
2016-05-01T02:21:21Z    16.63485
2016-05-01T02:21:24Z    16.63485
2016-05-01T02:22:51Z    16.63485
2016-05-01T02:22:54Z    16.63485
2016-05-01T02:23:41Z    16.69685
2016-05-01T02:24:06Z    16.69685
2016-05-01T02:25:11Z    16.69685
2016-05-01T02:25:13Z    16.69685
2016-05-01T02:26:23Z    16.69685
2016-05-01T02:26:25Z    16.69685
2016-05-01T02:28:11Z    16.69685
2016-05-01T02:28:13Z    16.69685
2016-05-01T02:29:40Z    16.69685
2016-05-01T02:29:42Z    16.69685
2016-05-01T02:30:47Z    16.69685
2016-05-01T02:30:50Z    16.69685
2016-05-01T02:32:52Z    16.69685
2016-05-01T02:33:20Z    16.69685
2016-05-01T02:34:00Z    16.69685
2016-05-01T02:35:02Z    16.69685
2016-05-01T02:35:05Z    16.69685
2016-05-01T02:36:04Z    16.69685
2016-05-01T02:36:32Z    16.69685
2016-05-01T02:37:14Z    16.69685
2016-05-01T02:37:44Z    16.69685
2016-05-01T02:39:42Z    16.69685
2016-05-01T02:40:03Z    16.69685
2016-05-01T02:41:15Z    16.69685
2016-05-01T02:41:18Z    16.69685
2016-05-01T02:42:47Z    16.69685
2016-05-01T02:42:48Z    16.69685
2016-05-01T02:44:06Z    16.69685
2016-05-01T02:44:07Z    16.69685
2016-05-01T02:45:19Z    16.63485
2016-05-01T02:45:22Z    16.63485
2016-05-01T02:46:15Z    16.63485
2016-05-01T02:46:39Z    16.63485
2016-05-01T02:47:30Z    16.63485
2016-05-01T02:47:53Z    16.63485
2016-05-01T02:48:51Z    16.63485
2016-05-01T02:49:27Z    16.63485
2016-05-01T02:50:47Z    16.63485
2016-05-01T02:50:49Z    16.63485
2016-05-01T02:52:20Z    16.57185
2016-05-01T02:52:25Z    16.57185
2016-05-01T02:53:46Z    16.57185
2016-05-01T02:53:46Z    16.57185
2016-05-01T02:55:08Z    16.57185
2016-05-01T02:55:09Z    16.57185
2016-05-01T02:56:38Z    16.57185
2016-05-01T02:56:39Z    16.57185
2016-05-01T02:57:54Z    16.50985
2016-05-01T02:57:57Z    16.57185
2016-05-01T02:58:49Z    16.50985
2016-05-01T02:59:15Z    16.50985
2016-05-01T03:00:17Z    16.50985
2016-05-01T03:00:21Z    16.50985
2016-05-01T03:01:12Z    16.50985
2016-05-01T03:01:43Z    16.50985
2016-05-01T03:03:10Z    16.50985
2016-05-01T03:03:10Z    16.50985
2016-05-01T03:04:21Z    16.50985
2016-05-01T03:04:30Z    16.50985
2016-05-01T03:05:38Z    16.50985
2016-05-01T03:05:38Z    16.50985
2016-05-01T03:07:00Z    16.50985
2016-05-01T03:07:03Z    16.50985
2016-05-01T03:07:59Z    16.50985
2016-05-01T03:09:41Z    16.50985
2016-05-01T03:09:41Z    16.50985
2016-05-01T03:11:08Z    16.50985
2016-05-01T03:11:11Z    16.50985
2016-05-01T03:12:02Z    16.50985
2016-05-01T03:12:25Z    16.50985
2016-05-01T03:13:42Z    16.50985
2016-05-01T03:13:43Z    16.50985
2016-05-01T03:14:52Z    16.50985
2016-05-01T03:14:52Z    16.50985
2016-05-01T03:16:24Z    16.44685
2016-05-01T03:16:29Z    16.44685
2016-05-01T03:17:44Z    16.44685
2016-05-01T03:17:44Z    16.44685
2016-05-01T03:20:04Z    16.44685
2016-05-01T03:21:29Z    16.44685
2016-05-01T03:54:58Z    16.50985
2016-05-01T03:55:22Z    16.50985
2016-05-01T03:56:04Z    16.50985
2016-05-01T03:56:51Z    16.50985
2016-05-01T03:57:21Z    16.50985
2016-05-01T03:58:01Z    16.50985
2016-05-01T03:58:31Z    16.50985
2016-05-01T03:59:41Z    16.50985
2016-05-01T03:59:41Z    16.50985
2016-05-01T04:00:48Z    16.44685
2016-05-01T04:00:49Z    16.50985
2016-05-01T04:02:13Z    16.44685
2016-05-01T04:02:20Z    16.44685
2016-05-01T04:03:32Z    16.44685
2016-05-01T04:03:32Z    16.44685
2016-05-01T04:04:58Z    16.44685
2016-05-01T04:05:01Z    16.44685
2016-05-01T04:05:52Z    16.44685
2016-05-01T04:06:15Z    16.44685
2016-05-01T04:06:56Z    16.44685
2016-05-01T04:07:25Z    16.44685
2016-05-01T04:08:37Z    16.44685
2016-05-01T04:08:37Z    16.44685
2016-05-01T04:10:12Z    16.44685
2016-05-01T04:10:15Z    16.44685
2016-05-01T04:11:10Z    16.38485
2016-05-01T04:11:33Z    16.44685
2016-05-01T04:12:15Z    16.44685
2016-05-01T04:12:38Z    16.44685
2016-05-01T04:13:59Z    16.38485
2016-05-01T04:14:01Z    16.38485
2016-05-01T04:15:29Z    16.44685
2016-05-01T04:17:02Z    16.38485
2016-05-01T04:17:04Z    16.44685
2016-05-01T04:18:19Z    16.38485
2016-05-01T04:18:20Z    16.44685
2016-05-01T04:19:35Z    16.44685
2016-05-01T04:19:38Z    16.44685
2016-05-01T04:20:35Z    16.44685
2016-05-01T04:21:01Z    16.44685
2016-05-01T04:22:28Z    16.38485
2016-05-01T04:22:30Z    16.44685
2016-05-01T04:23:40Z    16.38485
2016-05-01T04:23:43Z    16.44685
2016-05-01T04:25:04Z    16.38485
2016-05-01T04:25:07Z    16.38485
2016-05-01T04:25:53Z    16.38485
2016-05-01T04:26:16Z    16.44685
2016-05-01T04:27:28Z    16.44685
2016-05-01T04:27:28Z    16.44685
2016-05-01T04:29:59Z    16.44685
2016-05-01T04:30:00Z    16.44685
2016-05-01T04:31:27Z    16.50985
2016-05-01T04:31:29Z    16.50985
2016-05-01T04:32:37Z    16.50985
2016-05-01T04:32:40Z    16.50985
2016-05-01T04:33:41Z    16.50985
2016-05-01T04:34:10Z    16.50985
2016-05-01T04:35:31Z    16.50985
2016-05-01T04:35:31Z    16.50985
2016-05-01T04:37:09Z    16.50985
2016-05-01T04:37:11Z    16.50985
2016-05-01T04:38:02Z    16.50985
2016-05-01T04:38:31Z    16.50985
2016-05-01T04:39:51Z    16.50985
2016-05-01T04:40:03Z    16.50985
2016-05-01T04:41:35Z    16.44685
2016-05-01T04:41:38Z    16.44685
2016-05-01T04:42:34Z    16.44685
2016-05-01T04:43:12Z    16.44685
2016-05-01T04:43:21Z    16.44685
2016-05-01T04:44:42Z    16.44685
2016-05-01T04:44:45Z    16.44685
2016-05-01T04:46:14Z    16.44685
2016-05-01T04:46:14Z    16.44685
2016-05-01T04:47:30Z    16.44685
2016-05-01T04:47:30Z    16.44685
2016-05-01T04:48:44Z    16.50985
2016-05-01T04:48:47Z    16.44685
2016-05-01T04:50:14Z    16.50985
2016-05-01T04:50:23Z    16.50985
2016-05-01T04:51:41Z    16.50985
2016-05-01T04:52:04Z    16.50985
2016-05-01T04:53:18Z    16.50985
2016-05-01T04:53:20Z    16.50985
2016-05-01T04:54:38Z    16.57185
2016-05-01T04:54:41Z    16.57185
2016-05-01T04:55:50Z    16.57185
2016-05-01T04:55:51Z    16.57185
2016-05-01T04:57:02Z    16.57185
2016-05-01T04:57:11Z    16.57185
2016-05-01T04:58:25Z    16.57185
2016-05-01T04:58:25Z    16.57185
2016-05-01T04:59:47Z    16.57185
2016-05-01T04:59:50Z    16.57185
2016-05-01T05:00:55Z    16.57185
2016-05-01T05:00:58Z    16.57185
2016-05-01T05:02:26Z    16.57185
2016-05-01T05:02:29Z    16.57185
2016-05-01T05:03:56Z    16.57185
2016-05-01T05:04:00Z    16.57185
2016-05-01T05:05:33Z    16.57185
2016-05-01T05:05:33Z    16.57185
2016-05-01T05:07:44Z    16.50985
2016-05-01T05:07:45Z    16.50985
2016-05-01T05:09:20Z    16.50985
2016-05-01T05:09:20Z    16.50985
2016-05-01T05:10:37Z    16.50985
2016-05-01T05:10:38Z    16.50985
2016-05-01T05:11:52Z    16.50985
2016-05-01T05:11:56Z    16.50985
2016-05-01T05:13:19Z    16.44685
2016-05-01T05:13:25Z    16.44685
2016-05-01T05:14:36Z    16.44685
2016-05-01T05:14:43Z    16.44685
2016-05-01T05:16:05Z    16.44685
2016-05-01T05:16:05Z    16.44685
2016-05-01T05:17:52Z    16.44685
2016-05-01T05:17:54Z    16.44685
2016-05-01T05:18:47Z    16.44685
2016-05-01T05:19:11Z    16.44685
2016-05-01T05:19:53Z    16.44685
2016-05-01T05:20:16Z    16.44685
2016-05-01T05:21:05Z    16.44685
2016-05-01T05:21:28Z    16.38485


2016-05-02T00:02:30Z    16.75985
2016-05-02T00:06:31Z    16.75985
2016-05-02T00:10:43Z    16.75985
2016-05-02T00:14:56Z    16.75985
2016-05-02T00:18:49Z    16.75985
2016-05-02T00:22:41Z    16.75985
2016-05-02T00:30:15Z    16.82185
2016-05-02T00:34:08Z    16.88485
2016-05-02T00:37:58Z    16.88485
2016-05-02T00:41:51Z    16.82185
2016-05-02T00:46:04Z    16.82185
2016-05-02T00:50:17Z    16.88485
2016-05-02T00:54:08Z    16.88485
2016-05-02T00:58:22Z    16.88485
2016-05-02T01:02:14Z    16.88485
2016-05-02T01:06:05Z    16.88485
2016-05-02T01:10:08Z    16.82185
2016-05-02T01:21:33Z    16.75985
2016-05-02T01:25:26Z    16.75985
2016-05-02T01:33:28Z    16.69685
2016-05-02T01:37:50Z    16.69685
2016-05-02T01:42:14Z    16.69685
2016-05-02T01:46:07Z    16.69685
2016-05-02T01:49:59Z    16.69685
2016-05-02T01:54:02Z    16.69685
2016-05-02T01:57:53Z    16.69685
2016-05-02T02:01:45Z    16.69685
2016-05-02T02:05:38Z    16.69685
2016-05-02T02:09:49Z    16.63485
2016-05-02T02:13:43Z    16.63485
2016-05-02T02:17:34Z    16.63485
2016-05-02T02:25:18Z    16.75985
2016-05-02T02:29:11Z    16.75985
2016-05-02T02:33:04Z    16.82185
2016-05-02T02:37:05Z    16.75985
2016-05-02T02:40:58Z    16.75985
2016-05-02T02:48:31Z    16.69685
2016-05-02T02:52:24Z    16.69685
2016-05-02T02:56:38Z    16.82185
2016-05-02T03:00:29Z    16.75985
2016-05-02T03:04:22Z    16.75985
2016-05-02T03:08:13Z    16.69685
2016-05-02T03:12:06Z    16.69685
2016-05-02T03:24:03Z    16.63485
2016-05-02T03:32:36Z    16.63485
2016-05-02T03:36:29Z    16.57185
2016-05-02T03:40:40Z    16.57185
2016-05-02T03:44:43Z    16.57185
2016-05-02T03:48:35Z    16.57185
2016-05-02T03:52:28Z    16.63485
2016-05-02T03:57:00Z    16.69685
2016-05-02T04:00:53Z    16.69685
2016-05-02T04:04:55Z    16.75985
2016-05-02T04:08:48Z    16.75985
2016-05-02T04:12:39Z    16.69685
2016-05-02T04:16:32Z    16.69685
2016-05-02T04:20:35Z    16.63485
2016-05-02T04:24:27Z    16.63485
2016-05-02T04:28:20Z    16.57185
2016-05-02T04:40:06Z    16.57185
2016-05-02T04:43:59Z    16.57185
2016-05-02T04:47:49Z    16.57185
2016-05-02T04:51:42Z    16.50985
2016-05-02T04:55:35Z    16.44685
2016-05-02T04:59:46Z    16.44685
2016-05-02T05:03:39Z    16.38485
2016-05-02T05:15:14Z    16.32185
2016-05-02T05:19:17Z    16.32185
2016-05-02T05:23:10Z    16.32185
2016-05-02T05:30:44Z    16.25985
2016-05-02T05:38:29Z    16.32185
2016-05-02T05:42:30Z    16.32185
2016-05-02T05:46:43Z    16.32185
2016-05-02T05:54:57Z    16.32185
2016-05-02T05:58:49Z    16.32185
2016-05-02T06:02:41Z    16.32185
2016-05-02T06:06:42Z    16.32185
2016-05-02T06:14:28Z    16.32185
2016-05-02T06:23:11Z    16.38485
2016-05-02T06:27:04Z    16.38485
2016-05-02T06:31:16Z    16.38485
2016-05-02T06:35:09Z    16.38485
2016-05-02T06:39:01Z    16.38485
2016-05-02T06:43:03Z    16.44685
2016-05-02T06:46:56Z    16.50985
2016-05-02T06:50:48Z    16.57185
2016-05-02T06:55:00Z    16.57185
2016-05-02T07:02:33Z    16.63485
2016-05-02T07:06:26Z    16.69685
2016-05-02T07:10:18Z    16.82185
2016-05-02T07:14:11Z    16.88485
2016-05-02T07:18:04Z    16.94685
2016-05-02T07:21:55Z    16.94685
2016-05-02T07:25:48Z    17.00985
2016-05-02T07:41:37Z    16.94685
2016-05-02T07:45:48Z    16.94685
2016-05-02T07:50:11Z    17.13485
2016-05-02T07:54:03Z    17.19685
2016-05-02T07:57:56Z    17.19685
2016-05-02T08:01:48Z    17.25985
2016-05-02T08:05:50Z    17.25985
2016-05-02T08:09:43Z    17.25985
2016-05-02T08:13:36Z    17.25985
2016-05-02T08:17:47Z    17.32185
2016-05-02T08:21:40Z    17.38485
2016-05-02T08:25:33Z    17.38485
2016-05-02T08:29:22Z    17.44685
2016-05-02T08:37:18Z    17.63485
2016-05-02T08:45:13Z    17.69685
2016-05-02T08:53:07Z    17.88485
2016-05-02T08:56:59Z    18.00985
2016-05-02T09:05:52Z    18.07185
2016-05-02T09:10:06Z    18.19685
2016-05-02T09:13:59Z    18.25985
2016-05-02T09:18:30Z    18.32185
2016-05-02T09:22:22Z    18.44685
2016-05-02T09:26:16Z    18.44685
2016-05-02T09:30:09Z    18.50985
2016-05-02T09:34:20Z    18.63485
2016-05-02T09:45:55Z    19.07185
2016-05-02T09:49:58Z    18.94685
2016-05-02T09:53:51Z    19.00985
2016-05-02T10:02:15Z    19.13485
2016-05-02T10:06:07Z    19.19685
2016-05-02T10:14:02Z    19.32185
2016-05-02T10:18:03Z    19.44685
2016-05-02T10:22:25Z    19.57185
2016-05-02T10:26:18Z    19.57185
2016-05-02T10:30:12Z    19.57185
2016-05-02T10:34:13Z    19.69685
2016-05-02T10:38:06Z    19.75985
2016-05-02T10:42:08Z    19.75985
2016-05-02T10:45:59Z    19.69685
2016-05-02T10:49:53Z    19.75985
2016-05-02T10:53:47Z    19.82185
2016-05-02T10:57:56Z    19.82185
2016-05-02T11:01:49Z    19.75985
2016-05-02T11:05:50Z    19.69685
2016-05-02T11:09:54Z    19.75985
2016-05-02T11:13:57Z    19.82185
2016-05-02T11:18:19Z    19.69685
2016-05-02T11:22:12Z    19.69685
2016-05-02T11:26:23Z    19.75985
2016-05-02T11:30:16Z    19.75985
2016-05-02T11:34:07Z    19.88485
2016-05-02T11:38:01Z    19.94685
2016-05-02T11:46:14Z    20.13485
2016-05-02T11:50:07Z    20.07185
2016-05-02T11:57:41Z    20.07185
2016-05-02T12:05:36Z    20.00985
2016-05-02T12:13:19Z    20.00985
2016-05-02T12:17:22Z    19.94685
2016-05-02T12:21:16Z    19.82185
2016-05-02T12:25:06Z    19.69685
2016-05-02T12:29:09Z    19.75985
2016-05-02T12:33:21Z    19.69685
2016-05-02T12:37:13Z    19.57185
2016-05-02T12:41:17Z    19.44685
2016-05-02T12:45:08Z    19.44685
2016-05-02T12:49:01Z    19.32185
2016-05-02T12:56:45Z    19.13485
2016-05-02T13:00:38Z    19.13485
2016-05-02T13:04:39Z    19.25985
2016-05-02T13:08:42Z    19.25985
2016-05-02T13:12:54Z    19.25985
2016-05-02T13:16:56Z    19.25985
2016-05-02T13:25:00Z    19.13485
2016-05-02T13:28:53Z    19.38485
2016-05-02T13:32:46Z    19.57185
2016-05-02T13:36:39Z    19.57185
2016-05-02T13:40:30Z    19.44685
2016-05-02T13:44:24Z    19.13485
2016-05-02T13:48:14Z    19.13485
2016-05-02T13:52:37Z    19.07185
2016-05-02T13:56:51Z    19.07185
2016-05-02T14:00:41Z    19.00985
2016-05-02T14:04:44Z    18.94685
2016-05-02T14:08:37Z    18.88485
2016-05-02T14:20:32Z    19.13485
2016-05-02T14:24:25Z    19.07185
2016-05-02T14:28:28Z    19.13485
2016-05-02T14:32:21Z    19.19685
2016-05-02T14:36:12Z    19.07185
2016-05-02T14:40:13Z    18.94685
2016-05-02T14:44:15Z    19.00985
2016-05-02T14:48:10Z    19.00985
2016-05-02T14:55:43Z    19.07185
2016-05-02T14:59:36Z    18.94685
2016-05-02T15:03:29Z    18.82185
2016-05-02T15:07:19Z    18.75985
2016-05-02T15:11:12Z    18.63485
2016-05-02T15:15:05Z    18.75985
2016-05-02T15:22:49Z    19.13485
2016-05-02T15:26:42Z    19.00985
2016-05-02T15:34:46Z    19.00985
2016-05-02T15:38:39Z    19.13485
2016-05-02T15:42:29Z    19.13485
2016-05-02T15:46:22Z    19.00985
2016-05-02T15:50:15Z    19.00985
2016-05-02T15:54:06Z    19.00985
2016-05-02T16:01:41Z    18.82185
2016-05-02T16:05:33Z    18.82185
2016-05-02T16:09:26Z    18.75985
2016-05-02T16:13:17Z    18.69685
2016-05-02T16:17:09Z    18.63485
2016-05-02T16:24:44Z    18.57185
2016-05-02T16:32:39Z    18.69685
2016-05-02T16:36:30Z    18.75985
2016-05-02T16:40:42Z    18.82185
2016-05-02T16:44:55Z    18.94685
2016-05-02T16:52:39Z    19.63485
2016-05-02T16:56:42Z    19.82185
2016-05-02T17:00:32Z    20.07185
2016-05-02T17:04:26Z    20.13485
2016-05-02T17:08:18Z    20.50985
2016-05-02T17:12:11Z    20.44685
2016-05-02T17:16:02Z    20.38485
2016-05-02T17:20:14Z    20.19685
2016-05-02T17:24:37Z    19.75985
2016-05-02T17:28:41Z    19.38485
2016-05-02T17:32:31Z    19.13485
2016-05-02T17:36:24Z    19.00985
2016-05-02T17:43:58Z    18.82185
2016-05-02T17:47:51Z    18.82185
2016-05-02T17:52:20Z    18.57185
2016-05-02T17:56:14Z    18.50985
2016-05-02T18:00:18Z    18.38485
2016-05-02T18:04:10Z    18.32185
2016-05-02T18:08:09Z    18.32185
2016-05-02T18:12:15Z    18.38485
2016-05-02T18:16:07Z    18.50985
2016-05-02T18:20:00Z    18.50985
2016-05-02T18:23:51Z    18.44685
2016-05-02T18:27:44Z    18.38485
2016-05-02T18:31:45Z    18.32185
2016-05-02T18:35:38Z    18.25985
2016-05-02T18:44:03Z    18.25985
2016-05-02T18:47:56Z    18.25985
2016-05-02T18:51:57Z    18.32185
2016-05-02T19:03:43Z    18.32185
2016-05-02T19:07:36Z    18.32185
2016-05-02T19:11:28Z    18.32185
2016-05-02T19:15:20Z    18.38485
2016-05-02T19:19:14Z    18.38485
2016-05-02T19:23:06Z    18.44685
2016-05-02T19:30:39Z    18.38485
2016-05-02T19:34:31Z    18.38485
2016-05-02T19:38:24Z    18.38485
2016-05-02T19:42:16Z    18.38485
2016-05-02T19:46:09Z    18.38485
2016-05-02T19:50:01Z    18.32185
2016-05-02T19:54:13Z    18.25985
2016-05-02T20:05:49Z    18.13485
2016-05-02T20:09:42Z    18.07185
2016-05-02T20:18:17Z    18.00985
2016-05-02T20:22:18Z    18.00985
2016-05-02T20:26:11Z    18.00985
2016-05-02T20:30:53Z    18.00985
2016-05-02T20:39:09Z    18.00985
2016-05-02T20:43:31Z    18.00985
2016-05-02T20:47:23Z    18.00985
2016-05-02T20:51:15Z    18.00985
2016-05-02T20:55:08Z    18.00985
2016-05-02T20:59:11Z    18.00985
2016-05-02T21:06:53Z    17.94685
2016-05-02T21:10:46Z    17.94685
2016-05-02T21:14:49Z    17.94685
2016-05-02T21:18:52Z    17.94685
2016-05-02T21:22:52Z    17.88485
2016-05-02T21:26:55Z    17.88485
2016-05-02T21:30:58Z    17.88485
2016-05-02T21:39:43Z    17.88485
2016-05-02T21:43:35Z    17.88485
2016-05-02T21:55:11Z    17.75985
2016-05-02T21:59:03Z    17.75985
2016-05-02T22:02:55Z    17.82185
2016-05-02T22:06:59Z    17.82185
2016-05-02T22:14:43Z    17.88485
2016-05-02T22:18:35Z    17.82185
2016-05-02T22:22:58Z    17.75985
2016-05-02T22:27:20Z    17.69685
2016-05-02T22:35:15Z    17.69685
2016-05-02T22:39:16Z    17.63485
2016-05-02T22:43:09Z    17.63485
2016-05-02T22:47:01Z    17.63485
2016-05-02T22:51:04Z    17.63485
2016-05-02T22:54:55Z    17.63485
2016-05-02T22:58:58Z    17.57185
2016-05-02T23:02:51Z    17.57185
2016-05-02T23:10:45Z    17.57185
2016-05-02T23:22:21Z    17.50985
2016-05-02T23:26:13Z    17.50985
2016-05-02T23:30:06Z    17.50985
2016-05-02T23:33:58Z    17.57185
2016-05-02T23:37:51Z    17.57185
2016-05-02T23:46:15Z    17.57185
2016-05-02T23:50:38Z    17.50985
2016-05-02T23:54:29Z    17.50985
2016-05-02T23:58:32Z    17.57185
2016-05-03T00:02:25Z    17.63485
2016-05-03T00:06:35Z    17.57185
2016-05-03T00:10:29Z    17.50985
2016-05-03T00:14:40Z    17.50985
2016-05-03T00:18:43Z    17.44685
2016-05-03T00:26:18Z    17.44685
2016-05-03T00:34:12Z    17.38485
2016-05-03T00:42:24Z    17.38485
2016-05-03T00:46:19Z    17.38485
2016-05-03T00:50:31Z    17.38485
2016-05-03T00:54:34Z    17.38485
2016-05-03T00:58:47Z    17.38485
2016-05-03T01:06:31Z    17.38485
2016-05-03T01:10:43Z    17.38485
2016-05-03T01:14:56Z    17.38485
