# time    temp_living_room_Mai_2016 (processed by pp_show_filtering.py)
2016-05-01T01:03:00Z    18.00985
2016-05-01T01:03:44Z    16.80985
2016-05-01T01:04:09Z    18.40985
2016-05-01T01:04:47Z    16.80985
2016-05-01T01:05:39Z    16.80985
2016-05-01T01:07:14Z    16.80985
2016-05-01T01:07:14Z    18.70985
2016-05-01T01:08:38Z    16.80985
2016-05-01T01:08:39Z    18.00985
2016-05-01T01:09:42Z    16.80985
2016-05-01T01:09:54Z    16.90985
2016-05-01T01:12:09Z    16.80985
2016-05-01T01:12:10Z    18.00985
2016-05-01T01:13:48Z    16.80985
2016-05-01T01:14:28Z    16.80985
2016-05-01T01:15:04Z    16.80985
2016-05-01T01:15:05Z    18.70985
2016-05-01T01:16:24Z    16.90985
2016-05-01T01:16:25Z    18.70985
2016-05-01T01:17:57Z    16.80985
2016-05-01T01:17:57Z    18.70985
2016-05-01T01:19:15Z    16.90985
2016-05-01T01:19:17Z    16.90985
2016-05-01T01:20:24Z    16.90985
2016-05-01T01:20:24Z    18.70985
2016-05-01T01:21:48Z    16.90985
2016-05-01T01:21:51Z    18.30985
2016-05-01T01:22:59Z    16.90985
2016-05-01T01:23:03Z    18.00985
2016-05-01T01:23:47Z    16.80985
2016-05-01T01:24:24Z    18.30985
2016-05-01T01:25:09Z    16.80985
2016-05-01T01:25:40Z    16.80985
2016-05-01T01:26:26Z    16.80985
2016-05-01T01:26:34Z    16.90985
2016-05-01T01:27:46Z    16.90985
2016-05-01T01:27:46Z    18.60985
2016-05-01T01:29:14Z    16.80985
2016-05-01T01:29:16Z    18.00985
2016-05-01T01:30:30Z    16.80985
2016-05-01T01:30:30Z    18.20985
2016-05-01T01:34:08Z    16.80985
2016-05-01T01:34:09Z    18.60985
2016-05-01T01:35:32Z    16.80985
2016-05-01T01:35:36Z    18.00985
2016-05-01T01:36:48Z    16.80985
2016-05-01T01:36:54Z    18.20985
2016-05-01T01:38:01Z    16.80985
2016-05-01T01:38:03Z    18.00985
2016-05-01T01:38:49Z    16.80985
2016-05-01T01:39:15Z    16.80985
2016-05-01T01:39:56Z    16.80985
2016-05-01T01:40:21Z    16.80985
2016-05-01T01:41:35Z    16.80985
2016-05-01T01:41:35Z    18.20985
2016-05-01T01:42:45Z    16.80985
2016-05-01T01:42:47Z    18.60985
2016-05-01T01:44:00Z    16.80985
2016-05-01T01:44:06Z    18.20985
2016-05-01T01:45:14Z    16.80985
2016-05-01T01:48:25Z    16.80985
2016-05-01T01:48:34Z    16.80985
2016-05-01T01:49:45Z    16.80985
2016-05-01T01:52:00Z    16.80985
2016-05-01T01:53:24Z    16.80985
2016-05-01T01:54:44Z    16.80985
2016-05-01T01:54:49Z    18.00985
2016-05-01T01:55:38Z    16.80985
2016-05-01T01:56:04Z    16.80985
2016-05-01T01:56:43Z    16.80985
2016-05-01T01:57:07Z    16.80985
2016-05-01T01:58:22Z    16.80985
2016-05-01T01:59:15Z    16.80985
2016-05-01T01:59:43Z    16.80985
2016-05-01T02:01:01Z    16.80985
2016-05-01T02:01:05Z    18.20985
2016-05-01T02:02:18Z    16.80985
2016-05-01T02:03:27Z    16.80985
2016-05-01T02:05:05Z    16.80985
2016-05-01T02:06:26Z    16.80985
2016-05-01T02:06:32Z    18.10985
2016-05-01T02:07:42Z    16.80985
2016-05-01T02:07:44Z    18.20985
2016-05-01T02:08:49Z    16.80985
2016-05-01T02:08:52Z    16.80985
2016-05-01T02:09:48Z    16.80985
2016-05-01T02:10:12Z    16.80985
2016-05-01T02:11:00Z    16.80985
2016-05-01T02:11:24Z    16.80985
2016-05-01T02:12:10Z    16.80985
2016-05-01T02:12:33Z    16.80985
2016-05-01T02:13:49Z    16.80985
2016-05-01T02:13:50Z    18.50985
2016-05-01T02:15:50Z    16.80985
2016-05-01T02:15:50Z    18.50985
2016-05-01T02:17:34Z    16.80985
2016-05-01T02:17:34Z    18.50985
2016-05-01T02:18:56Z    16.80985
2016-05-01T02:18:57Z    18.50985
2016-05-01T02:20:17Z    16.80985
2016-05-01T02:20:18Z    18.50985
2016-05-01T02:21:53Z    16.80985
2016-05-01T02:21:54Z    18.50985
2016-05-01T02:23:10Z    16.80985
2016-05-01T02:23:11Z    17.90985
2016-05-01T02:24:19Z    16.80985
2016-05-01T02:25:26Z    16.80985
2016-05-01T02:25:32Z    18.10985
2016-05-01T02:26:44Z    16.80985
2016-05-01T02:28:37Z    16.80985
2016-05-01T02:28:37Z    18.50985
2016-05-01T02:29:57Z    16.80985
2016-05-01T02:29:59Z    18.10985
2016-05-01T02:31:08Z    16.80985
2016-05-01T02:31:16Z    18.10985
2016-05-01T02:32:29Z    16.80985
2016-05-01T02:33:07Z    16.80985
2016-05-01T02:33:44Z    16.80985
2016-05-01T02:34:12Z    16.80985
2016-05-01T02:35:25Z    16.80985
2016-05-01T02:35:27Z    18.10985
2016-05-01T02:36:18Z    16.80985
2016-05-01T02:36:49Z    18.30985
2016-05-01T02:37:29Z    16.80985
2016-05-01T02:38:05Z    16.80985
2016-05-01T02:40:19Z    16.80985
2016-05-01T02:40:20Z    18.50985
2016-05-01T02:41:34Z    16.80985
2016-05-01T02:43:06Z    16.80985
2016-05-01T02:43:06Z    18.50985
2016-05-01T02:44:24Z    16.80985
2016-05-01T02:44:24Z    18.40985
2016-05-01T02:45:37Z    16.80985
2016-05-01T02:45:46Z    17.90985
2016-05-01T02:48:15Z    16.90985
2016-05-01T02:48:17Z    18.00985
2016-05-01T02:49:06Z    16.80985
2016-05-01T02:49:46Z    16.80985
2016-05-01T02:49:46Z    18.40985
2016-05-01T02:51:09Z    16.80985
2016-05-01T02:51:09Z    18.40985
2016-05-01T02:52:38Z    16.80985
2016-05-01T02:54:03Z    16.80985
2016-05-01T02:54:03Z    18.40985
2016-05-01T02:55:31Z    16.80985
2016-05-01T02:55:31Z    18.40985
2016-05-01T02:56:56Z    16.80985
2016-05-01T02:56:56Z    18.40985
2016-05-01T02:58:15Z    16.80985
2016-05-01T02:58:17Z    17.90985
2016-05-01T02:59:27Z    16.80985
2016-05-01T03:00:41Z    16.80985
2016-05-01T03:00:43Z    17.90985
2016-05-01T03:01:29Z    16.80985
2016-05-01T03:02:04Z    16.80985
2016-05-01T03:02:05Z    18.40985
2016-05-01T03:03:33Z    16.80985
2016-05-01T03:04:40Z    16.80985
2016-05-01T03:04:40Z    18.40985
2016-05-01T03:05:57Z    16.80985
2016-05-01T03:05:57Z    18.40985
2016-05-01T03:07:18Z    16.80985
2016-05-01T03:07:20Z    18.00985
2016-05-01T03:08:13Z    16.80985
2016-05-01T03:08:24Z    16.80985
2016-05-01T03:10:00Z    16.80985
2016-05-01T03:10:00Z    18.40985
2016-05-01T03:11:26Z    16.80985
2016-05-01T03:11:28Z    17.90985
2016-05-01T03:12:42Z    16.80985
2016-05-01T03:12:42Z    18.30985
2016-05-01T03:13:59Z    16.80985
2016-05-01T03:13:59Z    18.40985
2016-05-01T03:15:14Z    16.80985
2016-05-01T03:16:44Z    16.80985
2016-05-01T03:16:47Z    18.00985
2016-05-01T03:18:09Z    16.80985
2016-05-01T03:20:09Z    16.80985
2016-05-01T03:20:24Z    18.00985
2016-05-01T03:21:46Z    16.80985
2016-05-01T03:21:46Z    18.40985
2016-05-01T03:22:55Z    16.80985
2016-05-01T03:22:55Z    18.30985
2016-05-01T03:24:08Z    16.80985
2016-05-01T03:24:08Z    18.30985
2016-05-01T03:25:27Z    16.80985
2016-05-01T03:25:27Z    18.30985
2016-05-01T03:26:59Z    16.80985
2016-05-01T03:26:59Z    18.30985
2016-05-01T03:28:22Z    16.80985
2016-05-01T03:28:24Z    17.90985
2016-05-01T03:29:31Z    16.80985
2016-05-01T03:30:42Z    16.80985
2016-05-01T03:30:43Z    18.30985
2016-05-01T03:32:22Z    16.80985
2016-05-01T03:32:22Z    18.30985
2016-05-01T03:33:49Z    16.80985
2016-05-01T03:33:49Z    18.30985
2016-05-01T03:35:02Z    16.80985
2016-05-01T03:35:04Z    17.90985
2016-05-01T03:35:49Z    16.80985
2016-05-01T03:36:17Z    16.80985
2016-05-01T03:36:56Z    16.80985
2016-05-01T03:37:34Z    16.80985
2016-05-01T03:38:34Z    16.80985
2016-05-01T03:39:21Z    16.80985
2016-05-01T03:39:28Z    16.80985
2016-05-01T03:41:07Z    17.90985
2016-05-01T03:42:17Z    16.80985
2016-05-01T03:42:23Z    17.90985
2016-05-01T03:43:45Z    16.80985
2016-05-01T03:43:49Z    17.90985
2016-05-01T03:44:57Z    16.80985
2016-05-01T03:46:22Z    16.80985
2016-05-01T03:47:12Z    16.80985
2016-05-01T03:47:53Z    16.80985
2016-05-01T03:48:07Z    16.80985
2016-05-01T03:49:19Z    16.80985
2016-05-01T03:50:29Z    16.80985
2016-05-01T03:50:29Z    18.20985
2016-05-01T03:52:04Z    16.80985
2016-05-01T03:52:06Z    17.90985
2016-05-01T03:52:49Z    16.80985
2016-05-01T03:53:17Z    16.80985
2016-05-01T03:54:05Z    16.80985
2016-05-01T03:54:30Z    18.20985
2016-05-01T03:55:13Z    16.80985
2016-05-01T03:55:39Z    16.80985
2016-05-01T03:56:20Z    16.80985
2016-05-01T03:56:31Z    16.80985
2016-05-01T03:57:05Z    16.80985
2016-05-01T03:57:36Z    16.80985
2016-05-01T03:58:46Z    16.80985
2016-05-01T03:59:58Z    16.80985
2016-05-01T03:59:58Z    18.20985
2016-05-01T04:01:08Z    16.80985
2016-05-01T04:01:08Z    18.20985
2016-05-01T04:02:30Z    16.80985
2016-05-01T04:02:34Z    16.80985
2016-05-01T04:03:55Z    16.80985
2016-05-01T04:03:55Z    18.20985
2016-05-01T04:05:16Z    16.70985
2016-05-01T04:05:17Z    17.90985
2016-05-01T04:06:06Z    16.80985
2016-05-01T04:06:32Z    16.80985
2016-05-01T04:07:42Z    17.80985
2016-05-01T04:08:54Z    16.80985
2016-05-01T04:08:54Z    18.20985
2016-05-01T04:10:34Z    16.70985
2016-05-01T04:10:36Z    17.90985
2016-05-01T04:11:25Z    16.80985
2016-05-01T04:11:48Z    16.80985
2016-05-01T04:12:56Z    16.80985
2016-05-01T04:12:56Z    18.20985
2016-05-01T04:14:18Z    16.80985
2016-05-01T04:14:21Z    17.80985
2016-05-01T04:15:49Z    16.80985
2016-05-01T04:15:49Z    18.20985
2016-05-01T04:17:21Z    16.80985
2016-05-01T04:17:25Z    17.80985
2016-05-01T04:18:37Z    16.80985
2016-05-01T04:18:37Z    18.20985
2016-05-01T04:19:56Z    16.80985
2016-05-01T04:19:58Z    17.90985
2016-05-01T04:20:49Z    16.80985
2016-05-01T04:21:28Z    16.80985
2016-05-01T04:22:45Z    16.80985
2016-05-01T04:22:45Z    18.20985
2016-05-01T04:24:06Z    16.80985
2016-05-01T04:24:07Z    18.20985
2016-05-01T04:25:22Z    16.80985
2016-05-01T04:25:24Z    17.90985
2016-05-01T04:26:33Z    16.80985
2016-05-01T04:26:33Z    18.20985
2016-05-01T04:30:18Z    16.80985
2016-05-01T04:30:26Z    18.20985
2016-05-01T04:31:45Z    16.80985
2016-05-01T04:31:47Z    18.20985
2016-05-01T04:33:03Z    16.80985
2016-05-01T04:33:10Z    17.90985
2016-05-01T04:33:56Z    16.70985
2016-05-01T04:34:35Z    16.80985
2016-05-01T04:34:41Z    17.80985
2016-05-01T04:36:06Z    16.80985
2016-05-01T04:36:06Z    18.20985
2016-05-01T04:37:26Z    16.80985
2016-05-01T04:37:31Z    17.90985
2016-05-01T04:38:17Z    16.80985
2016-05-01T04:38:53Z    16.80985
2016-05-01T04:40:20Z    16.80985
2016-05-01T04:40:20Z    18.20985
2016-05-01T04:42:00Z    16.80985
2016-05-01T04:42:48Z    16.80985
2016-05-01T04:43:34Z    16.80985
2016-05-01T04:43:34Z    18.20985
2016-05-01T04:45:08Z    16.80985
2016-05-01T04:45:08Z    18.20985
2016-05-01T04:46:34Z    16.80985
2016-05-01T04:46:34Z    18.20985
2016-05-01T04:47:49Z    16.80985
2016-05-01T04:47:52Z    16.80985
2016-05-01T04:48:59Z    16.80985
2016-05-01T04:50:33Z    16.80985
2016-05-01T04:50:34Z    17.70985
2016-05-01T04:52:23Z    16.80985
2016-05-01T04:52:29Z    17.70985
2016-05-01T04:53:35Z    16.80985
2016-05-01T04:53:35Z    18.20985
2016-05-01T04:54:53Z    16.80985
2016-05-01T04:54:56Z    17.70985
2016-05-01T04:56:05Z    16.80985
2016-05-01T04:56:08Z    17.70985
2016-05-01T04:57:22Z    16.80985
2016-05-01T04:57:22Z    18.20985
2016-05-01T04:58:44Z    16.80985
2016-05-01T04:58:44Z    18.20985
2016-05-01T05:00:05Z    16.80985
2016-05-01T05:00:06Z    17.70985
2016-05-01T05:01:18Z    16.80985
2016-05-01T05:01:26Z    17.70985
2016-05-01T05:02:48Z    16.80985
2016-05-01T05:02:59Z    17.70985
2016-05-01T05:04:20Z    16.80985
2016-05-01T05:04:20Z    18.10985
2016-05-01T05:05:49Z    16.80985
2016-05-01T05:08:20Z    17.70985
2016-05-01T05:09:37Z    16.80985
2016-05-01T05:09:37Z    18.10985
2016-05-01T05:10:56Z    16.80985
2016-05-01T05:10:57Z    18.00985
2016-05-01T05:12:11Z    16.80985
2016-05-01T05:13:41Z    16.80985
2016-05-01T05:14:55Z    16.80985
2016-05-01T05:14:57Z    18.00985
2016-05-01T05:16:22Z    16.80985
2016-05-01T05:16:22Z    18.00985
2016-05-01T05:18:14Z    16.80985
2016-05-01T05:18:16Z    17.90985
2016-05-01T05:19:02Z    16.80985
2016-05-01T05:19:25Z    16.80985
2016-05-01T05:20:07Z    16.80985
2016-05-01T05:21:47Z    16.80985
2016-05-01T05:23:54Z    16.80985
2016-05-01T05:23:54Z    18.00985
2016-05-01T05:25:31Z    16.80985
2016-05-01T05:27:54Z    16.70985
2016-05-01T05:27:54Z    18.00985
2016-05-01T05:29:46Z    16.70985
2016-05-01T05:29:46Z    17.90985
2016-05-01T05:31:21Z    16.70985
2016-05-01T05:31:21Z    17.90985
2016-05-01T05:32:57Z    16.70985
2016-05-01T05:34:54Z    16.80985
2016-05-01T05:36:20Z    16.80985
2016-05-01T05:37:50Z    16.80985
2016-05-01T05:37:50Z    17.90985
2016-05-01T06:09:48Z    16.80985
2016-05-01T06:11:21Z    16.80985
2016-05-01T06:12:29Z    16.80985
2016-05-01T06:13:51Z    16.80985
2016-05-01T06:15:12Z    16.80985
2016-05-01T06:16:22Z    16.80985
2016-05-01T06:17:27Z    16.80985
2016-05-01T06:18:44Z    16.80985
2016-05-01T06:19:59Z    16.80985
2016-05-01T06:21:12Z    16.80985
2016-05-01T06:22:42Z    16.80985
2016-05-01T06:23:51Z    16.80985
2016-05-01T06:24:58Z    16.80985
2016-05-01T06:26:13Z    16.80985
2016-05-01T06:27:34Z    16.80985
2016-05-01T06:29:06Z    16.80985
2016-05-01T06:30:19Z    16.80985
2016-05-01T06:33:03Z    16.80985
2016-05-01T06:34:22Z    16.80985
2016-05-01T06:35:32Z    16.80985
2016-05-01T06:36:44Z    16.80985
2016-05-01T06:37:49Z    16.80985
2016-05-01T06:38:56Z    16.80985
2016-05-01T06:40:06Z    16.80985
2016-05-01T06:42:55Z    16.80985
2016-05-01T06:44:10Z    16.80985
2016-05-01T06:45:17Z    16.80985
2016-05-01T06:46:38Z    16.90985
2016-05-01T06:47:48Z    16.90985
2016-05-01T06:49:08Z    16.80985
2016-05-01T06:50:16Z    16.80985
2016-05-01T06:51:34Z    16.90985
2016-05-01T06:52:43Z    16.90985
2016-05-01T06:53:53Z    16.80985
2016-05-01T06:54:58Z    16.90985
2016-05-01T06:56:07Z    16.90985
2016-05-01T06:57:12Z    16.90985
2016-05-01T06:58:19Z    16.90985
2016-05-01T06:59:32Z    16.90985
2016-05-01T07:00:42Z    16.90985
2016-05-01T07:01:48Z    16.90985
2016-05-01T07:03:05Z    16.90985
2016-05-01T07:04:17Z    16.90985
2016-05-01T07:05:27Z    16.90985
2016-05-01T07:06:37Z    16.90985
2016-05-01T07:07:53Z    16.90985
2016-05-01T07:09:03Z    16.90985
2016-05-01T07:10:26Z    16.90985
2016-05-01T07:11:35Z    16.90985
2016-05-01T07:12:41Z    16.90985
2016-05-01T07:13:56Z    16.90985
2016-05-01T07:15:04Z    16.90985
2016-05-01T07:16:19Z    16.90985
2016-05-01T07:17:34Z    16.90985
2016-05-01T07:18:44Z    16.90985
2016-05-01T07:19:49Z    16.90985
2016-05-01T07:21:08Z    16.90985
2016-05-01T07:22:14Z    16.90985
2016-05-01T07:23:29Z    16.90985
2016-05-01T07:24:34Z    17.00985
2016-05-01T07:25:52Z    17.00985
2016-05-01T07:26:58Z    17.00985
2016-05-01T07:28:14Z    17.00985
2016-05-01T07:29:19Z    16.90985
2016-05-01T07:30:28Z    17.00985
2016-05-01T07:31:38Z    17.00985
2016-05-01T07:32:51Z    17.00985
2016-05-01T07:34:01Z    17.00985
2016-05-01T07:35:22Z    17.00985
2016-05-01T07:36:29Z    17.00985
2016-05-01T07:37:47Z    17.00985
2016-05-01T07:38:53Z    17.00985
2016-05-01T07:40:08Z    17.00985
2016-05-01T07:41:13Z    17.10985
2016-05-01T07:43:53Z    17.00985
2016-05-01T07:45:06Z    17.10985
2016-05-01T07:46:16Z    17.10985
2016-05-01T07:47:27Z    17.10985
2016-05-01T07:48:45Z    17.10985
2016-05-01T07:49:57Z    17.10985
2016-05-01T07:51:07Z    17.10985
2016-05-01T07:52:14Z    17.10985
2016-05-01T07:53:26Z    17.10985
2016-05-01T07:54:45Z    17.10985
2016-05-01T07:55:50Z    17.10985
2016-05-01T07:57:08Z    17.20985
2016-05-01T07:58:31Z    17.20985
2016-05-01T08:00:05Z    17.20985
2016-05-01T08:01:28Z    17.20985
2016-05-01T08:02:35Z    17.20985
2016-05-01T08:14:30Z    17.40985
2016-05-01T08:18:21Z    17.40985
2016-05-01T08:22:14Z    17.40985
2016-05-01T08:26:18Z    17.40985
2016-05-01T08:30:11Z    17.40985
2016-05-01T08:34:02Z    17.40985
2016-05-01T08:38:13Z    17.30985
2016-05-01T08:42:06Z    17.30985
2016-05-01T08:45:59Z    17.30985
2016-05-01T08:49:50Z    17.50985
2016-05-01T08:53:59Z    17.90985
2016-05-01T08:58:07Z    17.90985
2016-05-01T09:02:17Z    17.90985
2016-05-01T09:06:20Z    18.00985
2016-05-01T09:10:13Z    18.10985
2016-05-01T09:18:27Z    17.80985
2016-05-01T09:22:24Z    17.60985
2016-05-01T09:26:16Z    17.60985
2016-05-01T09:30:06Z    17.60985
2016-05-01T09:34:05Z    17.50985
2016-05-01T09:37:59Z    17.60985
2016-05-01T09:41:53Z    17.50985
2016-05-01T09:45:41Z    17.50985
2016-05-01T09:49:39Z    17.50985
2016-05-01T09:53:26Z    17.50985
2016-05-01T09:57:07Z    17.40985
2016-05-01T10:01:00Z    17.40985
2016-05-01T10:04:54Z    17.50985
2016-05-01T10:08:55Z    17.50985
2016-05-01T10:12:35Z    17.50985
2016-05-01T10:16:28Z    17.60985
2016-05-01T10:20:20Z    17.60985
2016-05-01T10:24:12Z    17.70985
2016-05-01T10:28:16Z    17.60985
2016-05-01T10:32:18Z    17.60985
2016-05-01T10:36:09Z    17.60985
2016-05-01T10:40:01Z    17.60985
2016-05-01T10:43:55Z    17.50985
2016-05-01T10:47:41Z    17.50985
2016-05-01T10:51:53Z    17.40985
2016-05-01T10:56:00Z    17.40985
2016-05-01T11:00:03Z    17.50985
2016-05-01T11:03:44Z    17.50985
2016-05-01T11:07:37Z    17.50985
2016-05-01T11:11:20Z    17.60985
2016-05-01T11:15:11Z    17.60985
2016-05-01T11:19:04Z    17.60985
2016-05-01T11:23:25Z    17.50985
2016-05-01T11:27:26Z    17.40985
2016-05-01T11:31:23Z    17.50985
2016-05-01T11:35:32Z    17.50985
2016-05-01T11:39:24Z    17.60985
2016-05-01T11:43:17Z    17.80985
2016-05-01T11:47:35Z    18.00985
2016-05-01T11:51:59Z    18.00985
2016-05-01T11:56:06Z    18.00985
2016-05-01T11:59:56Z    18.00985
2016-05-01T12:08:09Z    18.00985
2016-05-01T12:12:02Z    18.00985
2016-05-01T12:16:00Z    17.90985
2016-05-01T12:19:50Z    17.80985
2016-05-01T12:23:38Z    17.80985
2016-05-01T12:27:31Z    17.90985
2016-05-01T12:31:24Z    17.90985
2016-05-01T12:35:05Z    17.90985
2016-05-01T12:39:17Z    17.90985
2016-05-01T12:47:53Z    17.80985
2016-05-01T12:51:45Z    17.80985
2016-05-01T12:55:39Z    17.80985
2016-05-01T12:59:39Z    17.80985
2016-05-01T13:03:32Z    17.80985
2016-05-01T13:07:26Z    17.70985
2016-05-01T13:11:16Z    17.70985
2016-05-01T13:15:09Z    17.70985
2016-05-01T13:19:11Z    17.70985
2016-05-01T13:23:04Z    17.70985
2016-05-01T13:26:45Z    17.70985
2016-05-01T13:30:37Z    17.80985
2016-05-01T13:34:32Z    17.90985
2016-05-01T13:42:35Z    17.90985
2016-05-01T13:46:25Z    17.90985
2016-05-01T13:50:33Z    17.90985
2016-05-01T13:54:31Z    18.00985
2016-05-01T13:58:12Z    18.00985
2016-05-01T14:02:27Z    18.00985
2016-05-01T14:06:30Z    18.10985
2016-05-01T14:10:50Z    18.10985
2016-05-01T14:19:16Z    18.00985
2016-05-01T14:23:07Z    18.00985
2016-05-01T14:26:58Z    18.00985
2016-05-01T14:30:53Z    18.10985
2016-05-01T14:34:43Z    18.10985
2016-05-01T14:38:35Z    18.10985
2016-05-01T14:42:30Z    18.00985
2016-05-01T14:46:32Z    18.00985
2016-05-01T14:50:31Z    17.90985
2016-05-01T14:59:16Z    17.80985
2016-05-01T15:03:08Z    17.80985
2016-05-01T15:07:01Z    17.80985
2016-05-01T15:10:53Z    17.80985
2016-05-01T15:14:46Z    17.90985
2016-05-01T15:18:44Z    17.80985
2016-05-01T15:23:04Z    17.90985
2016-05-01T15:27:02Z    17.90985
2016-05-01T15:30:54Z    17.80985
2016-05-01T15:34:47Z    17.90985
2016-05-01T15:38:40Z    17.90985
2016-05-01T15:42:34Z    17.90985
2016-05-01T15:47:00Z    17.80985
2016-05-01T15:55:39Z    17.80985
2016-05-01T15:59:30Z    17.70985
2016-05-01T16:03:33Z    17.80985
2016-05-01T16:07:25Z    17.70985
2016-05-01T16:11:21Z    17.70985
2016-05-01T16:15:09Z    17.70985
2016-05-01T16:19:05Z    17.70985
2016-05-01T16:22:57Z    17.60985
2016-05-01T16:26:47Z    17.70985
2016-05-01T16:30:52Z    17.60985
2016-05-01T16:34:41Z    17.60985
2016-05-01T16:38:21Z    17.60985
2016-05-01T16:42:16Z    17.50985
2016-05-01T16:46:14Z    17.50985
2016-05-01T16:50:28Z    17.50985
2016-05-01T16:54:22Z    17.50985
2016-05-01T16:58:02Z    17.50985
2016-05-01T17:01:55Z    17.50985
2016-05-01T17:05:58Z    17.50985
2016-05-01T17:09:39Z    17.50985
2016-05-01T17:13:41Z    17.50985
2016-05-01T17:17:47Z    17.40985
2016-05-01T17:21:46Z    17.40985
2016-05-01T17:25:39Z    17.40985
2016-05-01T17:29:30Z    17.40985
2016-05-01T17:33:33Z    17.40985
2016-05-01T17:37:28Z    17.40985
2016-05-01T17:41:17Z    17.40985
2016-05-01T17:45:10Z    17.30985
2016-05-01T17:49:03Z    17.40985
2016-05-01T17:53:06Z    17.30985
2016-05-01T17:57:40Z    17.40985
2016-05-01T18:01:31Z    17.30985
2016-05-01T18:05:25Z    17.30985
2016-05-01T18:09:14Z    17.30985
2016-05-01T18:13:08Z    17.30985
2016-05-01T18:17:00Z    17.30985
2016-05-01T18:20:54Z    17.30985
2016-05-01T18:24:44Z    17.30985
2016-05-01T18:28:40Z    17.30985
2016-05-01T18:32:28Z    17.20985
2016-05-01T18:36:21Z    17.30985
2016-05-01T18:40:17Z    17.30985
2016-05-01T18:44:09Z    17.30985
2016-05-01T18:47:57Z    17.30985
2016-05-01T18:51:50Z    17.30985
2016-05-01T18:55:46Z    17.20985
2016-05-01T18:59:36Z    17.20985
2016-05-01T19:03:17Z    17.20985
2016-05-01T19:06:59Z    17.20985
2016-05-01T19:11:00Z    17.20985
2016-05-01T19:14:56Z    17.20985
2016-05-01T19:18:45Z    17.20985
2016-05-01T19:22:38Z    17.20985
2016-05-01T19:26:29Z    17.20985
2016-05-01T19:30:23Z    17.20985
2016-05-01T19:34:04Z    17.20985
2016-05-01T19:37:56Z    17.20985
2016-05-01T19:41:53Z    17.20985
2016-05-01T19:46:11Z    17.20985
2016-05-01T19:50:13Z    17.20985
