# time    humidity    error    temperature    
2016-02-13T02:17:47.858266112Z    57.13333    None    13.70985    
2016-02-13T02:21:19.488342016Z    57.23333    None    13.70985    
2016-02-13T02:24:51.048244992Z    57.03333    None    13.70985    
2016-02-13T02:28:22.618695936Z    57.03333    None    13.60985    
2016-02-13T02:31:51.15795712Z    57.03333    None    13.60985    
2016-02-13T02:35:22.669052928Z    57.03333    None    13.60985    
2016-02-13T02:38:54.23896704Z    56.93333    None    13.60985    
2016-02-13T02:42:25.788132096Z    57.03333    None    13.60985    
2016-02-13T02:45:54.358073088Z    57.03333    None    13.60985    
2016-02-13T02:49:25.878036992Z    57.03333    None    13.60985    
2016-02-13T02:52:57.508303104Z    56.93333    None    13.60985    
2016-02-13T02:56:29.078117888Z    56.93333    None    13.60985    
2016-02-13T03:00:00.638074112Z    57.13333    None    13.60985    
2016-02-13T03:03:29.198416896Z    56.93333    None    13.60985    
2016-02-13T03:07:00.748259072Z    57.23333    None    13.60985    
2016-02-13T03:10:32.318509056Z    57.23333    None    13.60985    
2016-02-13T03:14:03.848911104Z    57.33333    None    13.60985    
2016-02-13T03:17:35.419010048Z    57.13333    None    13.60985    
2016-02-13T03:21:03.977953024Z    57.03333    None    13.60985    
2016-02-13T03:24:36.428316928Z    57.23333    None    13.60985    
2016-02-13T03:28:07.98804992Z    56.93333    None    13.50985    
2016-02-13T03:31:39.086791936Z    57.03333    None    13.50985    
2016-02-13T03:35:07.668253952Z    57.33333    None    13.50985    
2016-02-13T03:38:38.759513088Z    56.93333    None    13.50985    
2016-02-13T03:42:10.231897088Z    56.93333    None    13.50985    
2016-02-13T03:45:41.83816192Z    57.13333    None    13.50985    
2016-02-13T03:49:12.918059008Z    57.13333    None    13.50985    
2016-02-13T03:52:44.427823104Z    57.03333    None    13.50985    
2016-02-13T03:56:13.048135936Z    56.73333    None    13.50985    
2016-02-13T03:59:44.618319872Z    56.93333    None    13.50985    
2016-02-13T04:03:16.128518912Z    57.03333    None    13.50985    
2016-02-13T04:06:47.727792128Z    57.23333    None    13.50985    
2016-02-13T04:10:19.298137088Z    56.83333    None    13.50985    
2016-02-13T04:13:58.907942912Z    56.93333    None    13.50985    
2016-02-13T04:17:30.05831296Z    57.03333    None    13.50985    
2016-02-13T04:21:01.608190976Z    57.03333    None    13.50985    
2016-02-13T04:24:30.168269056Z    56.93333    None    13.50985    
2016-02-13T04:28:01.798392064Z    57.13333    None    13.50985    
2016-02-13T04:31:33.358896896Z    57.23333    None    13.50985    
2016-02-13T04:35:04.858182912Z    56.93333    None    13.50985    
2016-02-13T04:38:36.48821888Z    57.13333    None    13.40985    
2016-02-13T04:42:05.04838912Z    56.93333    None    13.40985    
2016-02-13T04:45:36.548061952Z    56.83333    None    13.40985    
2016-02-13T04:49:08.108123904Z    57.23333    None    13.40985    
2016-02-13T04:52:39.668150016Z    57.13333    None    13.40985    
2016-02-13T04:56:11.228505088Z    57.13333    None    13.40985    
2016-02-13T04:59:39.79892992Z    57.23333    None    13.40985    
2016-02-13T05:03:11.378146048Z    57.03333    None    13.40985    
2016-02-13T05:06:42.458588928Z    56.93333    None    13.40985    
2016-02-13T05:10:14.08929408Z    57.03333    None    13.40985    
2016-02-13T05:13:45.618025984Z    57.13333    None    13.40985    
2016-02-13T05:17:14.168036096Z    57.03333    None    13.40985    
2016-02-13T05:20:45.738457088Z    56.93333    None    13.40985    
2016-02-13T05:24:17.268134912Z    57.03333    None    13.40985    
2016-02-13T05:27:48.838823936Z    57.33333    None    13.40985    
2016-02-13T05:31:20.418206976Z    57.23333    None    13.40985    
2016-02-13T05:34:48.978089984Z    57.13333    None    13.40985    
2016-02-13T05:38:20.548039936Z    57.13333    None    13.30985    
2016-02-13T05:41:52.167986944Z    57.43333    None    13.40985    
2016-02-13T05:45:23.728048128Z    57.43333    None    13.40985    
2016-02-13T05:49:00.265053952Z    57.23333    None    13.30985    
2016-02-13T05:52:34.858434048Z    57.33333    None    13.40985    
2016-02-13T05:56:06.418437888Z    56.93333    None    13.30985    
2016-02-13T05:59:37.978690048Z    57.13333    None    13.30985    
2016-02-13T06:03:06.598380032Z    56.93333    None    13.30985    
2016-02-13T06:06:38.15809792Z    57.13333    None    13.30985    
2016-02-13T06:10:09.708148992Z    56.93333    None    13.30985    
2016-02-13T06:13:41.337953024Z    57.23333    None    13.30985    
2016-02-13T06:17:09.877979904Z    57.13333    None    13.30985    
2016-02-13T06:20:41.437967104Z    57.13333    None    13.30985    
2016-02-13T06:24:12.988726016Z    57.33333    None    13.30985    
2016-02-13T06:27:44.548186112Z    57.13333    None    13.30985    
2016-02-13T06:31:16.117971968Z    57.43333    None    13.30985    
2016-02-13T06:34:44.748060928Z    57.33333    None    13.30985    
2016-02-13T06:38:15.818181888Z    57.33333    None    13.30985    
2016-02-13T06:41:47.379027968Z    57.43333    None    13.30985    
2016-02-13T06:45:19.74932608Z    57.33333    None    13.30985    
2016-02-13T06:48:48.298057984Z    57.43333    None    13.30985    
2016-02-13T06:52:19.804466944Z    57.43333    None    13.30985    
2016-02-13T06:55:51.428041984Z    57.43333    None    13.30985    
2016-02-13T06:59:23.007996928Z    57.43333    None    13.30985    
2016-02-13T07:02:54.588464128Z    57.43333    None    13.30985    
2016-02-13T07:06:23.217999872Z    57.33333    None    13.30985    
2016-02-13T07:09:57.307056896Z    57.53333    None    13.30985    
2016-02-13T07:13:25.868148992Z    57.53333    None    13.20985    
2016-02-13T07:16:57.498159104Z    57.63333    None    13.30985    
2016-02-13T07:20:29.078086912Z    57.23333    None    13.20985    
2016-02-13T07:23:57.54793088Z    57.43333    None    13.20985    
2016-02-13T07:27:29.188166912Z    57.73333    None    13.30985    
2016-02-13T07:31:00.678008064Z    57.23333    None    13.20985    
2016-02-13T07:34:32.238011904Z    57.53333    None    13.30985    
2016-02-13T07:38:00.02802304Z    57.63333    None    13.20985    
2016-02-13T07:41:34.608067072Z    57.53333    None    13.20985    
2016-02-13T07:45:03.178309888Z    57.63333    None    13.30985    
2016-02-13T07:59:03.601347072Z    57.73333    None    13.50985    
2016-02-13T08:02:38.177997056Z    57.73333    None    13.50985    
2016-02-13T08:06:09.748547072Z    57.33333    None    13.70985    
2016-02-28T19:39:01.061978112Z    55.13333    None    17.30985    
2016-02-28T19:41:45.526371072Z    None    1    None    
2016-02-28T19:42:49.558016Z    55.23333    None    17.30985    
2016-02-28T19:44:08.749306112Z    55.23333    None    17.30985    
2016-02-28T19:45:56.978618112Z    None    1    None    
2016-02-28T19:46:46.14046208Z    55.13333    None    17.30985    
2016-02-28T19:48:17.528992Z    55.23333    None    17.30985    
2016-02-28T19:49:23.480069888Z    55.23333    None    17.30985    
2016-02-28T19:50:31.967596032Z    55.33333    None    17.30985    
2016-02-28T19:52:00.824418048Z    None    1    None    
2016-02-28T19:52:47.082524928Z    55.33333    None    17.20985    
2016-02-28T19:54:00.62446592Z    55.33333    None    17.30985    
2016-02-28T19:55:02.071628032Z    55.33333    None    17.20985    
2016-02-28T19:56:56.240012032Z    55.33333    None    17.20985    
2016-02-28T19:57:53.365722112Z    55.23333    None    17.20985    
2016-02-28T19:59:12.014334976Z    55.33333    None    17.20985    
2016-02-28T20:00:16.008619008Z    55.33333    None    17.30985    
2016-02-28T20:01:27.014900992Z    55.33333    None    17.20985    
2016-02-28T20:02:18.72670208Z    55.33333    None    17.20985    
2016-02-28T20:03:12.685675008Z    55.43333    None    17.20985    
2016-02-28T20:04:19.217174016Z    55.33333    None    17.20985    
2016-02-28T20:06:51.218206976Z    55.33333    None    17.20985    
2016-02-28T20:10:50.28906496Z    55.23333    None    17.30985    
2016-02-28T20:15:36.06910208Z    55.33333    None    17.20985    
2016-02-28T20:19:48.582492928Z    55.33333    None    17.20985    
2016-02-28T20:24:25.771897088Z    55.33333    None    17.20985    
2016-02-28T20:29:28.784777984Z    None    1    None    
2016-02-28T20:34:17.23547008Z    55.53333    None    17.20985    
2016-02-28T20:38:43.794848Z    55.43333    None    17.20985    
2016-02-28T20:43:54.262316032Z    None    1    None    
2016-02-28T20:48:12.837596928Z    55.53333    None    17.20985    
2016-02-28T20:53:13.997135104Z    55.53333    None    17.30985    
2016-02-28T20:57:58.704997888Z    55.53333    None    17.20985    
2016-02-28T21:02:47.698987008Z    None    1    None    
2016-02-28T21:07:25.153842944Z    55.53333    None    17.20985    
2016-02-28T21:11:31.542991104Z    55.83333    None    17.30985    
2016-02-28T21:15:36.850093056Z    55.73333    None    17.30985    
2016-02-28T21:20:42.893680128Z    55.63333    None    17.40985    
2016-02-28T21:24:50.710884096Z    56.13333    None    17.40985    
2016-02-28T21:29:15.12487296Z    None    1    None    
2016-02-28T21:33:53.915027968Z    None    1    None    
2016-02-28T21:38:43.56097792Z    55.93333    None    17.70985    
2016-02-28T21:43:13.722168064Z    55.73333    None    17.70985    
2016-02-28T21:47:59.40388992Z    56.03333    None    17.80985    
2016-02-28T21:52:38.601558016Z    56.03333    None    17.80985    
2016-02-28T21:57:21.257776896Z    56.13333    None    17.80985    
2016-02-28T22:01:43.209241088Z    None    1    None    
2016-02-28T22:06:22.895945984Z    None    1    None    
2016-02-28T22:10:58.139704064Z    None    1    None    
2016-02-28T22:15:15.50808192Z    56.93333    None    17.90985    
2016-02-28T22:19:54.248922112Z    56.13333    None    17.90985    
2016-02-28T22:23:56.209099008Z    55.73333    None    17.90985    
2016-02-28T22:28:32.87452288Z    55.13333    None    17.80985    
2016-02-28T22:33:00.494163968Z    None    1    None    
2016-02-28T22:38:18.748260096Z    None    1    None    
2016-02-28T22:42:31.131554048Z    55.43333    None    17.50985    
2016-02-28T22:47:30.668194048Z    None    1    None    
2016-02-28T22:52:35.633753088Z    None    1    None    
2016-02-28T22:56:55.53529088Z    55.73333    None    17.40985    
